lineID|day|pid|adFlag|availability|competitorPrice|click|basket|order|price|revenue
1461|1|19845|0|1|9.88|0|0|1|12.04|12.04
1462|1|20355|1|1|8.75|0|0|1|9.85|9.85
1463|1|20912|1|1|8.78|0|0|1|9.85|9.85
1464|1|19431|1|1|29.68|1|0|0|30.75|0
1465|1|19430|0|1|16.08|0|1|0|17.70|0
1466|1|2655|1|1|13.74|0|1|0|15.35|0
1467|1|19766|0|3||1|0|0|1.59|0
1468|1|5564|1|1|27.43|0|1|0|30.75|0
1469|1|5963|0|1|16.27|0|1|0|14.39|0
1470|1|18329|0|1||1|0|0|23.84|0
1471|1|12162|0|1|7.14|0|1|0|6.55|0
1472|1|101|0|1|21.66|1|0|0|25.39|0
1473|1|5973|1|1|11.98|1|0|0|13.14|0
1474|1|1037|0|1|1.08|0|0|1|1.04|10.4
1475|1|16144|0|1|5.37|0|0|1|5.45|5.45
1476|1|21089|0|1|61.53|1|0|0|70.35|0
1477|1|21293|1|1|8.79|1|0|0|8.75|0
1478|1|2487|0|1|9.34|0|0|1|10.95|10.95
1479|1|2491|1|1|2.62|0|0|1|2.70|2.7
1480|1|2492|1|1|1.41|0|0|1|1.32|1.32
1481|1|2648|0|1|4.79|0|0|1|5.54|11.08
1482|1|10366|0|1|7.80|0|0|1|7.65|7.65
1483|1|10596|0|1|3.84|0|0|1|3.80|3.8
1484|1|10850|0|1|4.61|0|0|1|5.23|5.23
1485|1|15215|0|1|2.62|0|0|1|3.35|3.35
1486|1|18246|1|1|14.28|0|0|1|15.35|15.35
1487|1|21278|1|1|7.89|0|0|1|8.75|8.75
1488|1|8074|0|1|15.72|0|1|0|15.35|0
1489|1|3095|0|1|20.25|0|1|0|15.50|0
1490|1|4117|1|1|12.09|0|1|0|10.95|0
1491|1|8453|0|1|7.69|1|0|0|7.65|0
1492|1|16641|1|1|14.91|1|0|0|18.64|0
1493|1|1214|0|1|3.92|1|0|0|4.53|0
1494|1|13156|0|1|4.12|0|1|0|5.33|0
1495|1|3095|0|1|20.25|1|0|0|15.50|0
1496|1|2197|0|1|9.89|0|1|0|14.17|0
1497|1|2491|1|1|2.62|0|0|1|2.70|2.7
1498|1|12486|0|1|15.24|0|0|1|13.14|13.14
1499|1|20721|0|1|23.82|0|0|1|28.21|28.21
1500|1|2487|0|1|9.34|0|1|0|10.95|0
1501|1|2488|1|1|9.16|0|1|0|10.95|0
1502|1|11101|0|1|3.97|1|0|0|4.12|0
1503|1|13994|1|1|2.41|0|0|1|2.70|8.1
1504|1|15491|1|1|4.93|0|1|0|6.00|0
1505|1|2655|1|1|13.74|0|1|0|15.35|0
1506|1|8253|0|1|4.61|0|0|1|3.93|3.93
1507|1|22021|1|3||0|0|1|6.55|6.55
1508|1|22022|1|1||0|0|1|6.55|6.55
1509|1|10007|0|1|8.75|1|0|0|6.55|0
1510|1|229|0|1|7.13|1|0|0|5.40|0
1511|1|5933|0|1|43.11|1|0|0|45.05|0
1512|1|1426|1|1|6.57|0|0|1|7.65|7.65
1513|1|2490|1|1|2.30|0|0|1|2.15|2.15
1514|1|3853|1|1|5.67|0|0|1|6.33|6.33
1515|1|9580|0|1|1.09|0|0|1|1.04|2.08
1516|1|11387|0|1|1.09|0|1|0|0.98|0
1517|1|21203|0|1||1|0|0|15.21|0
1518|1|2655|1|1|13.74|0|1|0|15.35|0
1519|1|5971|1|1|7.58|0|0|1|8.75|8.75
1520|1|11484|1|1|10.77|0|0|1|12.04|36.12
1521|1|19469|1|1|8.79|0|0|1|7.65|7.65
1522|1|17858|0|1|5.48|1|0|0|5.45|0
1523|1|16619|0|1|23.85|1|0|0|23.76|0
1524|1|2492|1|1|1.41|1|0|0|1.32|0
1525|1|2384|1|1|7.47|0|0|1|7.65|15.3
1526|1|21013|0|1|8.47|0|0|1|10.67|21.34
1527|1|17451|0|1|5.05|0|1|0|4.35|0
1528|1|21167|0|1|3.91|0|1|0|4.02|0
1529|1|3519|1|1|15.94|0|1|0|16.45|0
1530|1|7520|0|2|5.47|1|0|0|5.45|0
1531|1|701|1|1|2.51|0|1|0|2.15|0
1532|1|1567|1|1|5.49|0|1|0|5.78|0
1533|1|15900|0|1|6.03|0|1|0|7.07|0
1534|1|8080|1|1|14.23|0|1|0|15.35|0
1535|1|14715|0|1|10.00|0|1|0|8.20|0
1536|1|17537|1|1|23.85|1|0|0|21.95|0
1537|1|3661|0|1|13.66|0|1|0|10.03|0
1538|1|20006|1|1|13.62|0|1|0|16.45|0
1539|1|2492|1|1|1.41|0|0|1|1.32|3.96
1540|1|7680|1|1|5.38|0|0|1|5.45|5.45
1541|1|8977|0|1|2.08|0|0|1|2.15|2.15
1542|1|21049|0|1|7.57|0|0|1|7.10|7.1
1543|1|7389|0|2|23.84|1|0|0|25.94|0
1544|1|20355|1|1|8.75|0|0|1|9.85|19.7
1545|1|16144|0|1|5.37|0|1|0|5.45|0
1546|1|8008|0|1|8.22|1|0|0|10.13|0
1547|1|15346|0|1|9.69|1|0|0|12.82|0
1548|1|2220|0|1|2.52|0|1|0|2.70|0
1549|1|20727|1|1|6.81|0|0|1|6.55|13.1
1550|1|4840|0|3|10.81|0|1|0|13.89|0
1551|1|9488|0|1|3.07|1|0|0|2.70|0
1552|1|5749|1|1|1.41|0|1|0|1.65|0
1553|1|7403|1|1|4.38|0|1|0|4.68|0
1554|1|13156|0|1|4.12|0|1|0|5.33|0
1555|1|1426|1|1|6.57|0|1|0|7.65|0
1556|1|374|0|1|8.29|1|0|0|10.14|0
1557|1|6909|1|1|4.28|1|0|0|5.45|0
1558|1|6890|0|1|11.77|0|0|1|10.95|10.95
1559|1|7527|1|1|4.68|0|0|1|6.55|6.55
1560|1|5775|0|1|4.49|0|0|1|3.03|3.03
1561|1|9209|0|1|4.94|0|0|1|5.45|5.45
1562|1|15610|0|1|2.37|0|0|1|3.05|3.05
1563|1|21915|0|1||0|0|1|48.98|48.98
1564|1|21053|1|1|8.22|0|1|0|8.75|0
1565|1|2655|1|1|13.74|0|1|0|15.35|0
1566|1|10727|0|1|19.66|1|0|0|21.99|0
1567|1|14720|0|2|14.06|1|0|0|16.25|0
1568|1|7463|0|2||0|1|0|4.90|0
1569|1|3753|0|3||1|0|0|12.21|0
1570|1|20354|0|1|7.69|0|1|0|8.79|0
1571|1|1248|1|1|13.51|0|1|0|16.45|0
1572|1|8977|0|1|2.08|1|0|0|2.15|0
1573|1|2655|1|1|13.74|0|1|0|15.35|0
1574|1|13386|1|1|7.69|0|1|0|7.65|0
1575|1|11458|1|1|4.38|0|1|0|4.35|0
1576|1|10894|0|1|5.38|0|0|1|5.45|5.45
1577|1|970|0|1|20.19|1|0|0|23.49|0
1578|1|3702|1|1|18.58|0|0|1|18.64|55.92
1579|1|2491|1|1|2.62|0|0|1|2.70|5.4
1580|1|7455|1|1||0|0|1|7.65|7.65
1581|1|9623|1|1|9.88|0|0|1|12.04|12.04
1582|1|21131|1|1|8.66|0|0|1|8.75|8.75
1583|1|3834|0|1|7.57|0|1|0|8.75|0
1584|1|4174|1|1|28.44|0|0|1|29.65|29.65
1585|1|16660|1|1|5.81|0|0|1|6.55|6.55
1586|1|7163|0|2|7.88|0|0|1|9.11|9.11
1587|1|9190|1|1|7.68|0|0|1|8.75|8.75
1588|1|20807|0|2|13.65|0|0|1|15.21|15.21
1589|1|21447|0|1|2.79|0|0|1|3.05|3.05
1590|1|693|1|1|5.04|0|1|0|5.23|0
1591|1|3254|0|1|1.08|0|0|1|1.30|2.6
1592|1|3669|0|1|21.99|0|0|1|21.95|21.95
1593|1|6435|0|1|6.04|0|0|1|7.10|7.1
1594|1|1247|1|1|7.69|1|0|0|8.20|0
1595|1|7496|0|1|8.90|0|0|1|9.89|9.89
1596|1|9626|1|1|15.82|0|0|1|18.64|18.64
1597|1|4117|1|1|12.09|0|0|1|10.95|10.95
1598|1|8314|0|1|10.88|0|0|1|12.04|12.04
1599|1|11457|0|1|3.93|1|0|0|6.52|0
1600|1|1266|0|1|13.68|0|1|0|14.25|0
1601|1|375|0|1|4.39|0|1|0|4.90|0
1602|1|2731|1|1|10.33|0|1|0|10.95|0
1603|1|6835|1|1|15.39|0|1|0|16.45|0
1604|1|20524|0|1||0|1|0|66.03|0
1605|1|13156|0|1|4.12|0|1|0|5.33|0
1606|1|11569|1|1|10.21|0|1|0|10.95|0
1607|1|10944|0|1|36.01|0|1|0|35.15|0
1608|1|13156|0|1|4.12|0|1|0|5.33|0
1609|1|3832|0|1|10.19|1|0|0|12.47|0
1610|1|14064|0|1|13.73|1|0|0|15.95|0
1611|1|2655|1|1|13.74|0|1|0|15.35|0
1612|1|5331|0|1|3.99|1|0|0|5.06|0
1613|1|17025|1|1|26.60|1|0|0|28.55|0
1614|1|6128|1|1|29.35|0|0|1|30.75|61.5
1615|1|15622|1|1|4.93|0|1|0|4.35|0
1616|1|14334|1|1|12.60|1|0|0|12.04|0
1617|1|4527|0|1|9.71|1|0|0|7.65|0
1618|1|12761|0|1|24.96|1|0|0|25.25|0
1619|1|2492|1|1|1.41|0|1|0|1.32|0
1620|1|14721|0|2|21.54|1|0|0|26.05|0
1621|1|9513|1|1|18.57|1|0|0|21.95|0
1622|1|19242|0|1|1.52|1|0|0|1.28|0
1623|1|21353|0|1|20.39|0|0|1|18.64|18.64
1624|1|20930|1|1|7.12|1|0|0|8.75|0
1625|1|1424|0|1|1.22|0|1|0|1.36|0
1626|1|10506|0|1|17.57|0|1|0|19.76|0
1627|1|2655|1|1|13.74|0|1|0|15.35|0
1628|1|11569|1|1|10.21|0|0|1|10.95|10.95
1629|1|4932|1|1|46.35|0|1|0|54.95|0
1630|1|4932|1|1|46.35|0|0|1|54.95|54.95
1631|1|19566|1|1|7.36|0|0|1|7.65|7.65
1632|1|12994|1|1|8.78|1|0|0|8.75|0
1633|1|17126|0|1|4.04|1|0|0|4.02|0
1634|1|9183|0|1|6.91|0|1|0|7.12|0
1635|1|11625|1|1|15.94|0|0|1|18.64|18.64
1636|1|17026|1|1|62.26|0|0|1|74.75|74.75
1637|1|15995|0|1||0|1|0|5.23|0
1638|1|8080|1|1|14.23|0|0|1|15.35|15.35
1639|1|21053|1|1|8.22|0|0|1|8.75|17.5
1640|1|11024|0|1|21.90|0|0|1|25.33|25.33
1641|1|13859|0|1|17.59|0|0|1|18.64|18.64
1642|1|14413|1|1|6.47|0|0|1|7.65|7.65
1643|1|15099|1|1|12.31|0|0|1|14.25|14.25
1644|1|16160|0|1|23.63|0|0|1|30.43|30.43
1645|1|7579|0|1|6.59|0|1|0|7.63|0
1646|1|15663|0|1|15.03|1|0|0|13.14|0
1647|1|4616|1|1|49.78|1|0|0|57.15|0
1648|1|14757|0|1|7.69|0|1|0|11.18|0
1649|1|6435|0|1|6.04|0|1|0|7.10|0
1650|1|11242|1|1|21.33|0|0|1|23.05|23.05
1651|1|1564|0|1|9.66|0|0|1|10.39|10.39
1652|1|4252|1|1|10.11|0|0|1|10.95|10.95
1653|1|4530|1|1|10.82|0|0|1|7.65|7.65
1654|1|5784|1|1|15.39|0|0|1|16.45|16.45
1655|1|7403|1|1|4.38|0|0|1|4.68|4.68
1656|1|7665|0|1|14.07|0|0|1|15.35|15.35
1657|1|9181|0|1|9.89|0|0|1|9.85|49.25
1658|1|9306|0|1|9.01|0|0|1|12.16|12.16
1659|1|11103|0|1|3.40|0|0|1|3.80|7.6
1660|1|12807|1|1|5.48|0|0|1|6.55|6.55
1661|1|15180|1|1|8.90|0|0|1|10.95|10.95
1662|1|16144|0|1|5.37|0|0|1|5.45|5.45
1663|1|21022|0|1|6.04|1|0|0|6.55|0
1664|1|3658|0|1|4.38|1|0|0|5.23|0
1665|1|1098|0|1|58.30|0|0|1|58.30|58.3
1666|1|1247|1|1|7.69|0|0|1|8.20|8.2
1667|1|17537|1|1|23.85|0|0|1|21.95|21.95
1668|1|6164|0|1|10.99|0|1|0|13.14|0
1669|1|2491|1|1|2.62|0|0|1|2.70|8.1
1670|1|2492|1|1|1.41|0|0|1|1.32|2.64
1671|1|3437|0|1|11.76|0|0|1|10.95|10.95
1672|1|10248|0|2|8.12|0|0|1|9.94|9.94
1673|1|10057|1|1|5.38|0|1|0|5.78|0
1674|1|3084|0|1|16.18|1|0|0|17.61|0
1675|1|9740|0|1|18.37|1|0|0|22.39|0
1676|1|8406|0|1|7.48|0|0|1|7.12|14.24
1677|1|17226|1|1|22.66|0|1|0|25.19|0
1678|1|9063|0|1|1.31|0|1|0|1.83|0
1679|1|19241|0|1|5.88|1|0|0|6.05|0
1680|1|13156|0|1|4.12|0|1|0|5.33|0
1681|1|13769|0|2|18.61|1|0|0|15.35|0
1682|1|2655|1|1|13.74|0|1|0|15.35|0
1683|1|14701|0|1|10.32|1|0|0|12.20|0
1684|1|582|0|2|5.28|0|1|0|6.11|0
1685|1|4209|1|1|7.14|0|0|1|7.65|7.65
1686|1|5749|1|1|1.41|0|0|1|1.65|4.95
1687|1|8959|0|1|4.17|0|0|1|4.21|4.21
1688|1|21030|1|1|4.17|0|0|1|3.80|11.4
1689|1|3305|0|1|4.16|1|0|0|4.35|0
1690|1|8209|0|1|5.00|1|0|0|5.79|0
1691|1|3747|0|1|6.59|1|0|0|10.14|0
1692|1|6374|0|1|11.79|1|0|0|14.71|0
1693|1|21073|0|2||0|1|0|6.26|0
1694|1|13156|0|1|4.12|0|1|0|5.33|0
1695|1|14727|0|1||0|0|1|55.86|55.86
1696|1|17316|0|1|35.16|0|0|1|35.15|35.15
1697|1|2492|1|1|1.41|0|0|1|1.32|5.28
1698|1|3120|0|1|3.47|0|0|1|4.77|9.54
1699|1|4823|1|1|8.73|0|0|1|8.75|8.75
1700|1|16144|0|1|5.37|0|0|1|5.45|5.45
1701|1|595|0|2|16.27|1|0|0|16.45|0
1702|1|13156|0|1|4.12|0|1|0|5.33|0
1703|1|1644|0|1|13.77|0|0|1|15.93|15.93
1704|1|12347|0|1|18.30|0|0|1|17.55|35.1
1705|1|2464|1|1|4.24|0|0|1|3.25|3.25
1706|1|3851|1|1|2.74|0|0|1|3.03|3.03
1707|1|7386|0|2|13.71|0|0|1|7.03|7.03
1708|1|9580|0|1|1.09|0|0|1|1.04|1.04
1709|1|13442|0|1|1.76|0|0|1|1.38|1.38
1710|1|1600|0|1|20.45|0|1|0|17.55|0
1711|1|16791|0|1|15.38|1|0|0|16.45|0
1712|1|5079|0|1|9.13|1|0|0|7.10|0
1713|1|5567|1|1|23.41|0|0|1|26.35|26.35
1714|1|7403|1|1|4.38|0|0|1|4.68|4.68
1715|1|9259|0|1|2.63|0|0|1|2.37|7.11
1716|1|9623|1|1|9.88|0|0|1|12.04|24.08
1717|1|16633|0|1|15.16|0|0|1|15.30|15.3
1718|1|17289|0|1|10.49|0|0|1|14.14|14.14
1719|1|20354|0|1|7.69|0|0|1|8.79|17.58
1720|1|20005|1|1|7.72|0|1|0|9.85|0
1721|1|6430|0|1|3.29|0|0|1|5.18|5.18
1722|1|13388|0|1|15.93|0|0|1|15.35|15.35
1723|1|19524|1|1|6.04|0|0|1|6.55|6.55
1724|1|20963|0|1|17.37|1|0|0|15.35|0
1725|1|4838|1|1|2.19|0|1|0|3.03|0
1726|1|2655|1|1|13.74|0|1|0|15.35|0
1727|1|4813|0|1|6.95|1|0|0|10.11|0
1728|1|9627|1|1|37.28|0|0|1|33.99|33.99
1729|1|3635|1|1|24.62|0|0|1|29.65|29.65
1730|1|5710|0|1|12.09|0|0|1|17.00|17
1731|1|7593|1|1|5.71|0|0|1|6.55|13.1
1732|1|9694|1|1|10.11|0|0|1|9.85|9.85
1733|1|21266|0|1|11.38|0|0|1|12.04|12.04
1734|1|9227|0|1|10.98|0|1|0|13.63|0
1735|1|14064|0|1|13.73|0|0|1|15.95|15.95
1736|1|15845|0|1|21.98|0|0|1|32.60|32.6
1737|1|2945|0|1|8.01|1|0|0|7.98|0
1738|1|5927|0|1|7.32|1|0|0|7.69|0
1739|1|21002|1|1|9.89|0|1|0|10.95|0
1740|1|19157|1|1|12.28|1|0|0|14.25|0
1741|1|3332|0|2|5.05|1|0|0|4.83|0
1742|1|4731|0|1|6.92|1|0|0|10.19|0
1743|1|21547|0|1||0|1|0|16.45|0
1744|1|1227|0|1|14.85|1|0|0|10.95|0
1745|1|3449|1|1|21.22|0|0|1|21.95|43.9
1746|1|10727|0|1|19.66|0|0|1|21.99|21.99
1747|1|15749|0|1|14.83|0|1|0|14.25|0
1748|1|3463|0|2|4.33|1|0|0|4.83|0
1749|1|14506|0|1|2.95|0|1|0|2.15|0
1750|1|1037|0|1|1.08|0|0|1|1.04|2.08
1751|1|5971|1|1|7.58|0|0|1|8.75|8.75
1752|1|6868|0|1|16.49|0|0|1|16.42|16.42
1753|1|16144|0|1|5.37|0|0|1|5.45|5.45
1754|1|7278|0|1|6.04|0|1|0|6.83|0
1755|1|16792|0|1|19.41|0|0|1|18.15|36.3
1756|1|5983|0|1|18.11|1|0|0|22.33|0
1757|1|4015|0|1|14.95|1|0|0|22.10|0
1758|1|9512|0|1|3.61|0|1|0|4.02|0
1759|1|15890|0|1|122.08|1|0|0|142.20|0
1760|1|5394|0|1|5.49|1|0|0|4.35|0
1761|1|17138|0|1|11.40|0|1|0|14.37|0
1762|1|4937|1|1|7.03|1|0|0|7.65|0
1763|1|20564|0|2|6.96|0|0|1|10.12|10.12
1764|1|3851|1|1|2.74|0|1|0|3.03|0
1765|1|3659|1|1|18.02|1|0|0|20.85|0
1766|1|4964|1|1|3.29|1|0|0|2.09|0
1767|1|19463|0|1|8.46|1|0|0|9.92|0
1768|1|2731|1|1|10.33|0|0|1|10.95|10.95
1769|1|4189|0|1|10.95|0|0|1|15.81|15.81
1770|1|11569|1|1|10.21|0|0|1|10.95|10.95
1771|1|20507|1|1|11.54|0|0|1|12.04|12.04
1772|1|2655|1|1|13.74|0|1|0|15.35|0
1773|1|3740|0|1|3.62|1|0|0|4.02|0
1774|1|4964|1|1|3.29|0|1|0|2.09|0
1775|1|2491|1|1|2.62|0|1|0|2.70|0
1776|1|9655|0|2|32.73|1|0|0|35.10|0
1777|1|6426|0|1|2.85|0|1|0|4.53|0
1778|1|9162|0|1|2.18|0|1|0|2.75|0
1779|1|691|1|1|4.75|0|0|1|2.97|2.97
1780|1|3305|0|1|4.16|0|0|1|4.35|4.35
1781|1|8835|0|1|28.08|0|0|1|27.89|27.89
1782|1|12609|1|1|16.21|0|0|1|17.55|17.55
1783|1|21547|0|1||0|0|1|16.45|16.45
1784|1|2403|0|1|21.91|0|0|1|24.93|24.93
1785|1|3851|1|1|2.74|0|0|1|3.03|6.06
1786|1|5626|0|1|2.17|0|0|1|4.65|9.3
1787|1|12655|0|3|20.77|0|0|1|19.36|19.36
1788|1|14210|1|1|6.92|0|0|1|7.10|7.1
1789|1|16602|0|1|8.01|0|0|1|9.26|9.26
1790|1|21003|1|1|12.75|0|0|1|14.25|14.25
1791|1|9623|1|1|9.88|0|1|0|12.04|0
1792|1|5137|0|1|5.71|1|0|0|4.35|0
1793|1|19449|0|1|20.85|0|0|1|18.60|55.8
1794|1|1409|0|1|3.62|0|0|1|5.28|5.28
1795|1|8828|1|1|8.45|0|0|1|8.75|8.75
1796|1|14048|0|1|8.24|1|0|0|9.67|0
1797|1|4840|0|3|10.81|1|0|0|13.89|0
1798|1|6217|0|1|6.56|1|0|0|8.27|0
1799|1|3826|0|1|12.51|1|0|0|13.14|0
1800|1|2655|1|1|13.74|0|1|0|15.35|0
1801|1|14695|0|1|6.92|1|0|0|6.55|0
1802|1|13156|0|1|4.12|0|1|0|5.33|0
1803|1|20355|1|1|8.75|0|1|0|9.85|0
1804|1|18761|0|1|5.90|1|0|0|5.78|0
1805|1|1474|0|1|11.99|1|0|0|12.04|0
1806|1|11458|1|1|4.38|1|0|0|4.35|0
1807|1|1037|0|1|1.08|0|1|0|1.04|0
1808|1|19494|0|1|30.24|0|1|0|37.38|0
1809|1|16633|0|1|15.16|1|0|0|15.30|0
1810|1|17830|0|1|32.98|1|0|0|39.68|0
1811|1|9262|0|1|1.26|0|1|0|1.59|0
1812|1|14087|1|1|12.03|0|0|1|14.25|14.25
1813|1|16144|0|1|5.37|0|0|1|5.45|5.45
1814|1|17299|0|1|12.08|1|0|0|14.19|0
1815|1|5434|0|1|10.68|1|0|0|9.85|0
1816|1|20156|0|1||1|0|0|5.45|0
1817|1|1397|0|1|3.28|0|1|0|4.35|0
1818|1|4529|1|1|3.62|0|1|0|3.25|0
1819|1|9332|1|1|8.24|1|0|0|9.85|0
1820|1|2491|1|1|2.62|0|0|1|2.70|2.7
1821|1|9252|1|1|7.47|0|0|1|7.65|7.65
1822|1|3140|0|1|14.79|0|0|1|16.42|16.42
1823|1|146|0|1|5.94|1|0|0|7.63|0
1824|1|13|0|2|12.69|0|0|1|15.29|15.29
1825|1|17698|0|1|12.97|0|0|1|10.95|10.95
1826|1|2365|1|1|22.54|1|0|0|25.25|0
1827|1|476|0|1|27.45|0|0|1|29.65|29.65
1828|1|1564|0|1|9.66|0|0|1|10.39|10.39
1829|1|20858|0|1|43.81|1|0|0|49.30|0
1830|1|2190|0|1|6.31|1|0|0|7.65|0
1831|1|2810|1|1|8.24|0|0|1|8.75|8.75
1832|1|3853|1|1|5.67|0|0|1|6.33|6.33
1833|1|9594|0|1|9.27|0|0|1|9.62|9.62
1834|1|194|1|1|3.29|1|0|0|2.70|0
1835|1|9763|0|1|18.54|1|0|0|18.64|0
1836|1|5863|0|1|9.88|0|1|0|14.19|0
1837|1|7680|1|1|5.38|0|1|0|5.45|0
1838|1|6230|0|1|6.44|0|0|1|8.27|8.27
1839|1|13728|0|1|10.77|0|0|1|10.95|10.95
1840|1|16606|1|1|2.52|0|0|1|2.70|2.7
1841|1|16641|1|1|14.91|0|0|1|18.64|18.64
1842|1|18017|0|3|21.95|0|0|1|25.39|25.39
1843|1|2655|1|1|13.74|0|1|0|15.35|0
1844|1|8692|0|1|8.57|1|0|0|7.65|0
1845|1|8138|0|1|3.29|0|1|0|3.25|0
1846|1|8829|1|1|15.39|1|0|0|15.35|0
1847|1|15996|1|1|5.09|1|0|0|6.55|0
1848|1|5750|0|1|9.34|1|0|0|9.29|0
1849|1|1037|0|1|1.08|0|0|1|1.04|1.04
1850|1|6159|0|1|3.29|0|0|1|4.35|4.35
1851|1|9049|1|1|6.59|0|0|1|7.65|7.65
1852|1|9259|0|1|2.63|0|0|1|2.37|7.11
1853|1|9457|1|1|8.68|0|0|1|8.75|8.75
1854|1|9623|1|1|9.88|0|0|1|12.04|12.04
1855|1|10871|0|1|1.49|0|0|1|1.59|1.59
1856|1|17584|0|1|4.40|0|1|0|3.80|0
1857|1|3030|1|1|5.93|1|0|0|6.55|0
1858|1|1426|1|1|6.57|0|1|0|7.65|0
1859|1|5777|0|1|24.08|1|0|0|25.25|0
1860|1|2960|1|1|5.45|1|0|0|6.55|0
1861|1|1567|1|1|5.49|0|1|0|5.78|0
1862|1|2655|1|1|13.74|0|1|0|15.35|0
1863|1|1951|1|1|8.68|1|0|0|8.75|0
1864|1|2718|0|1|6.53|1|0|0|6.53|0
1865|1|19153|0|1|8.76|1|0|0|7.65|0
1866|1|13156|0|1|4.12|0|1|0|5.33|0
1867|1|8419|0|1|17.55|0|0|1|16.45|16.45
1868|1|11481|1|1|11.31|0|0|1|12.04|12.04
1869|1|14025|0|1|10.22|0|0|1|10.95|10.95
1870|1|14488|0|1|12.09|0|0|1|12.60|12.6
1871|1|14535|1|1|12.01|0|0|1|15.35|30.7
1872|1|20407|0|1|12.31|0|0|1|13.14|13.14
1873|1|20507|1|1|11.54|1|0|0|12.04|0
1874|1|13475|1|1|12.90|1|0|0|13.14|0
1875|1|13156|0|1|4.12|0|1|0|5.33|0
1876|1|17226|1|1|22.66|0|0|1|25.19|25.19
1877|1|9332|1|1|8.24|0|1|0|9.85|0
1878|1|21176|0|1|17.47|0|1|0|15.35|0
1879|1|3905|0|1|4.94|1|0|0|6.09|0
1880|1|8429|0|1||1|0|0|12.00|0
1881|1|9351|0|1|12.79|1|0|0|9.85|0
1882|1|8085|0|1|14.51|0|1|0|14.61|0
1883|1|4037|0|1|15.97|1|0|0|21.23|0
1884|1|18752|0|2|24.16|0|0|1|27.93|27.93
1885|1|20857|0|1|24.07|0|0|1|24.55|24.55
1886|1|8402|1|1|7.74|0|1|0|8.20|0
1887|1|8222|0|1|10.73|1|0|0|9.85|0
1888|1|19086|0|1|15.80|1|0|0|13.70|0
1889|1|4070|1|1|8.22|1|0|0|8.75|0
1890|1|2655|1|1|13.74|0|1|0|15.35|0
1891|1|4914|0|1|3.84|0|0|1|5.70|5.7
1892|1|8468|0|1|3.62|0|0|1|1.84|1.84
1893|1|8469|0|1|2.76|0|0|1|2.12|2.12
1894|1|9050|1|1|3.29|0|0|1|3.80|7.6
1895|1|14612|0|1|8.79|0|0|1|8.75|8.75
1896|1|15491|1|1|4.93|0|0|1|6.00|6
1897|1|21048|0|2|29.91|1|0|0|27.45|0
1898|1|10965|0|1|1.36|0|1|0|1.44|0
1899|1|1424|0|1|1.22|0|0|1|1.36|1.36
1900|1|6148|0|1|2.65|0|0|1|2.95|2.95
1901|1|9183|0|1|6.91|0|0|1|7.12|7.12
1902|1|9512|0|1|3.61|0|0|1|4.02|12.06
1903|1|441|0|1|8.86|1|0|0|7.10|0
1904|1|17400|0|1|6.37|0|1|0|6.55|0
1905|1|2980|1|1|5.92|0|1|0|6.33|0
1906|1|7405|0|1|5.12|1|0|0|4.35|0
1907|1|2933|0|2|12.63|1|0|0|16.07|0
1908|1|9462|0|1|4.87|1|0|0|5.85|0
1909|1|4639|0|1|12.85|1|0|0|12.04|0
1910|1|19085|0|1|13.04|0|1|0|12.93|0
1911|1|1247|1|1|7.69|0|1|0|8.20|0
1912|1|21049|0|1|7.57|1|0|0|7.10|0
1913|1|1952|0|2|3.03|0|0|1|3.05|9.15
1914|1|8420|0|1|7.37|0|1|0|7.65|0
1915|1|2655|1|1|13.74|0|1|0|15.35|0
1916|1|20506|0|1|7.41|1|0|0|9.15|0
1917|1|2657|0|1|14.91|0|0|1|13.89|27.78
1918|1|19022|1|1|9.54|1|0|0|10.95|0
1919|1|20970|0|1|20.56|1|0|0|25.37|0
1920|1|8347|1|1|1.04|0|1|0|1.32|0
1921|1|12545|1|1|4.72|0|1|0|4.90|0
1922|1|3853|1|1|5.67|1|0|0|6.33|0
1923|1|10516|0|1|10.42|1|0|0|9.85|0
1924|1|4448|0|1|2.15|1|0|0|2.64|0
1925|1|8977|0|1|2.08|0|1|0|2.15|0
1926|1|1730|1|1|8.46|0|0|1|9.85|9.85
1927|1|8494|0|1|15.39|0|0|1|17.80|17.8
1928|1|20620|0|1|9.89|0|0|1|10.95|10.95
1929|1|4069|1|1|4.17|0|0|1|4.35|4.35
1930|1|6500|1|1|7.13|0|0|1|7.65|7.65
1931|1|9580|0|1|1.09|0|0|1|1.04|1.04
1932|1|12496|0|1|4.96|0|0|1|4.68|4.68
1933|1|13059|0|1|7.14|0|0|1|7.65|7.65
1934|1|13386|1|1|7.69|0|0|1|7.65|7.65
1935|1|16138|0|1|5.27|0|0|1|5.45|5.45
1936|1|19582|0|1|15.61|1|0|0|17.49|0
1937|1|1666|0|3|6.06|1|0|0|6.60|0
1938|1|16129|0|1|31.89|1|0|0|39.08|0
1939|1|4209|1|1|7.14|1|0|0|7.65|0
1940|1|602|0|1|3.28|0|1|0|4.61|0
1941|1|10408|0|1|1.78|1|0|0|2.35|0
1942|1|17899|1|1|9.33|1|0|0|10.95|0
1943|1|20796|0|1|18.54|1|0|0|22.81|0
1944|1|18322|0|1|4.11|1|0|0|4.02|0
1945|1|3851|1|1|2.74|1|0|0|3.03|0
1946|1|2655|1|1|13.74|0|1|0|15.35|0
